t,tasa
1,0.035799999999999998
2,0.034300000000000004
3,0.034200000000000001
4,0.034599999999999999
5,0.035099999999999999
6,0.035699999999999996
7,0.036200000000000003
8,0.036699999999999997
9,0.037200000000000004
10,0.037599999999999995
11,0.037999999999999999
12,0.038399999999999997
13,0.038699999999999998
14,0.039100000000000003
15,0.039300000000000002
16,0.039599999999999996
17,0.039800000000000002
18,0.040000000000000001
19,0.040199999999999993
20,0.040399999999999998
21,0.040399999999999998
22,0.040399999999999998
23,0.040399999999999998
24,0.040399999999999998
25,0.040399999999999998
26,0.040399999999999998
27,0.040399999999999998
28,0.040399999999999998
29,0.040399999999999998
30,0.040399999999999998
31,0.040399999999999998
32,0.040399999999999998
33,0.040399999999999998
34,0.040399999999999998
35,0.040399999999999998
36,0.040399999999999998
37,0.040399999999999998
38,0.040399999999999998
39,0.040399999999999998
40,0.040399999999999998
41,0.040399999999999998
42,0.040399999999999998
43,0.040399999999999998
44,0.040399999999999998
45,0.040399999999999998
46,0.040399999999999998
47,0.040399999999999998
48,0.040399999999999998
49,0.040399999999999998
50,0.040399999999999998
51,0.040399999999999998
52,0.040399999999999998
53,0.040399999999999998
54,0.040399999999999998
55,0.040399999999999998
56,0.040399999999999998
57,0.040399999999999998
58,0.040399999999999998
59,0.040399999999999998
60,0.040399999999999998
61,0.040399999999999998
62,0.040399999999999998
63,0.040399999999999998
64,0.040399999999999998
65,0.040399999999999998
66,0.040399999999999998
67,0.040399999999999998
68,0.040399999999999998
69,0.040399999999999998
70,0.040399999999999998
71,0.040399999999999998
72,0.040399999999999998
73,0.040399999999999998
74,0.040399999999999998
75,0.040399999999999998
76,0.040399999999999998
77,0.040399999999999998
78,0.040399999999999998
79,0.040399999999999998
80,0.040399999999999998
81,0.040399999999999998
82,0.040399999999999998
83,0.040399999999999998
84,0.040399999999999998
85,0.040399999999999998
86,0.040399999999999998
87,0.040399999999999998
88,0.040399999999999998
89,0.040399999999999998
90,0.040399999999999998
91,0.040399999999999998
92,0.040399999999999998
93,0.040399999999999998
94,0.040399999999999998
95,0.040399999999999998
96,0.040399999999999998
97,0.040399999999999998
98,0.040399999999999998
99,0.040399999999999998
100,0.040399999999999998
101,0.040399999999999998
102,0.040399999999999998
103,0.040399999999999998
104,0.040399999999999998
105,0.040399999999999998
106,0.040399999999999998
107,0.040399999999999998
108,0.040399999999999998
109,0.040399999999999998
110,0.040399999999999998
111,0.040399999999999998
112,0.040399999999999998
113,0.040399999999999998
114,0.040399999999999998
115,0.040399999999999998
116,0.040399999999999998
117,0.040399999999999998
118,0.040399999999999998
119,0.040399999999999998
120,0.040399999999999998
121,0.040399999999999998
122,0.040399999999999998
123,0.040399999999999998
124,0.040399999999999998
125,0.040399999999999998
126,0.040399999999999998
127,0.040399999999999998
128,0.040399999999999998
129,0.040399999999999998
130,0.040399999999999998
131,0.040399999999999998
132,0.040399999999999998
133,0.040399999999999998
134,0.040399999999999998
135,0.040399999999999998
136,0.040399999999999998
137,0.040399999999999998
138,0.040399999999999998
139,0.040399999999999998
140,0.040399999999999998
141,0.040399999999999998
142,0.040399999999999998
143,0.040399999999999998
144,0.040399999999999998
145,0.040399999999999998
146,0.040399999999999998
147,0.040399999999999998
148,0.040399999999999998
149,0.040399999999999998
150,0.040399999999999998
151,0.040399999999999998
152,0.040399999999999998
153,0.040399999999999998
154,0.040399999999999998
155,0.040399999999999998
156,0.040399999999999998
157,0.040399999999999998
158,0.040399999999999998
159,0.040399999999999998
160,0.040399999999999998
161,0.040399999999999998
162,0.040399999999999998
163,0.040399999999999998
164,0.040399999999999998
165,0.040399999999999998
166,0.040399999999999998
167,0.040399999999999998
168,0.040399999999999998
169,0.040399999999999998
170,0.040399999999999998
171,0.040399999999999998
172,0.040399999999999998
173,0.040399999999999998
174,0.040399999999999998
175,0.040399999999999998
176,0.040399999999999998
177,0.040399999999999998
178,0.040399999999999998
179,0.040399999999999998
180,0.040399999999999998
181,0.040399999999999998
182,0.040399999999999998
183,0.040399999999999998
184,0.040399999999999998
185,0.040399999999999998
186,0.040399999999999998
187,0.040399999999999998
188,0.040399999999999998
189,0.040399999999999998
190,0.040399999999999998
191,0.040399999999999998
