t,tasa
1,0.055399999999999998
2,0.051900000000000002
3,0.049400000000000006
4,0.047599999999999996
5,0.046399999999999997
6,0.045599999999999995
7,0.044999999999999998
8,0.044500000000000005
9,0.044199999999999996
10,0.044000000000000004
11,0.043799999999999999
12,0.043700000000000003
13,0.0436
14,0.0436
15,0.043499999999999997
16,0.043499999999999997
17,0.043499999999999997
18,0.043400000000000001
19,0.043400000000000001
20,0.043400000000000001
21,0.043400000000000001
22,0.043400000000000001
23,0.043400000000000001
24,0.043400000000000001
25,0.043400000000000001
26,0.043400000000000001
27,0.043400000000000001
28,0.043400000000000001
29,0.043400000000000001
30,0.043400000000000001
31,0.043400000000000001
32,0.043400000000000001
33,0.043400000000000001
34,0.043400000000000001
35,0.043400000000000001
36,0.043400000000000001
37,0.043400000000000001
38,0.043400000000000001
39,0.043400000000000001
40,0.043400000000000001
41,0.043400000000000001
42,0.043400000000000001
43,0.043400000000000001
44,0.043400000000000001
45,0.043400000000000001
46,0.043400000000000001
47,0.043400000000000001
48,0.043400000000000001
49,0.043400000000000001
50,0.043400000000000001
51,0.043400000000000001
52,0.043400000000000001
53,0.043400000000000001
54,0.043400000000000001
55,0.043400000000000001
56,0.043400000000000001
57,0.043400000000000001
58,0.043400000000000001
59,0.043400000000000001
60,0.043400000000000001
61,0.043400000000000001
62,0.043400000000000001
63,0.043400000000000001
64,0.043400000000000001
65,0.043400000000000001
66,0.043400000000000001
67,0.043400000000000001
68,0.043400000000000001
69,0.043400000000000001
70,0.043400000000000001
71,0.043400000000000001
72,0.043400000000000001
73,0.043400000000000001
74,0.043400000000000001
75,0.043400000000000001
76,0.043400000000000001
77,0.043400000000000001
78,0.043400000000000001
79,0.043400000000000001
80,0.043400000000000001
81,0.043400000000000001
82,0.043400000000000001
83,0.043400000000000001
84,0.043400000000000001
85,0.043400000000000001
86,0.043400000000000001
87,0.043400000000000001
88,0.043400000000000001
89,0.043400000000000001
90,0.043400000000000001
91,0.043400000000000001
92,0.043400000000000001
93,0.043400000000000001
94,0.043400000000000001
95,0.043400000000000001
96,0.043400000000000001
97,0.043400000000000001
98,0.043400000000000001
99,0.043400000000000001
100,0.043400000000000001
101,0.043400000000000001
102,0.043400000000000001
103,0.043400000000000001
104,0.043400000000000001
105,0.043400000000000001
106,0.043400000000000001
107,0.043400000000000001
108,0.043400000000000001
109,0.043400000000000001
110,0.043400000000000001
111,0.043400000000000001
112,0.043400000000000001
113,0.043400000000000001
114,0.043400000000000001
115,0.043400000000000001
116,0.043400000000000001
117,0.043400000000000001
118,0.043400000000000001
119,0.043400000000000001
120,0.043400000000000001
121,0.043400000000000001
122,0.043400000000000001
123,0.043400000000000001
124,0.043400000000000001
125,0.043400000000000001
126,0.043400000000000001
127,0.043400000000000001
128,0.043400000000000001
129,0.043400000000000001
130,0.043400000000000001
131,0.043400000000000001
132,0.043400000000000001
133,0.043400000000000001
134,0.043400000000000001
135,0.043400000000000001
136,0.043400000000000001
137,0.043400000000000001
138,0.043400000000000001
139,0.043400000000000001
140,0.043400000000000001
141,0.043400000000000001
142,0.043400000000000001
143,0.043400000000000001
144,0.043400000000000001
145,0.043400000000000001
146,0.043400000000000001
147,0.043400000000000001
148,0.043400000000000001
149,0.043400000000000001
150,0.043400000000000001
151,0.043400000000000001
152,0.043400000000000001
153,0.043400000000000001
154,0.043400000000000001
155,0.043400000000000001
156,0.043400000000000001
157,0.043400000000000001
158,0.043400000000000001
159,0.043400000000000001
160,0.043400000000000001
161,0.043400000000000001
162,0.043400000000000001
163,0.043400000000000001
164,0.043400000000000001
165,0.043400000000000001
166,0.043400000000000001
167,0.043400000000000001
168,0.043400000000000001
169,0.043400000000000001
170,0.043400000000000001
171,0.043400000000000001
172,0.043400000000000001
173,0.043400000000000001
174,0.043400000000000001
175,0.043400000000000001
176,0.043400000000000001
177,0.043400000000000001
178,0.043400000000000001
179,0.043400000000000001
180,0.043400000000000001
181,0.043400000000000001
182,0.043400000000000001
183,0.043400000000000001
184,0.043400000000000001
185,0.043400000000000001
186,0.043400000000000001
187,0.043400000000000001
188,0.043400000000000001
189,0.043400000000000001
190,0.043400000000000001
191,0.043400000000000001
